study,report,authors,crop,p_dependency,farm_size,habitat,agr_intensity,distance_m,distance_measure,abundance_all,abundance_wild,sites,location,pollinator,sampling_effort,sampling_method,sampling_time_min,total_sampling_time_min,source
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,434,reported,9,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,503,reported,9,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,503,reported,8,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,434,reported,8,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,376,reported,8,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,496,reported,6,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,452,reported,5,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,342,reported,5,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,407,reported,4,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,483,reported,4,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,325,reported,2,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,407,reported,2,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,396,reported,1,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,401,reported,0,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,342,reported,0,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1698,reported,0,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,2154,reported,0,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,2098,reported,1,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,2242,reported,2,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,2272,reported,3,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1767,reported,3,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1188,reported,3,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1172,reported,4,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,2183,reported,4,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1236,reported,6,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1157,reported,7,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1157,reported,9,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1141,reported,11,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1790,reported,10,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1790,reported,11,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1814,reported,13,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1743,reported,14,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Motzke,Motzke,Motzke et al. 2016,cucumber,Great (40-90%),Small (<2ha),forest,NA,1814,reported,18,NA,13,NA,Bees,1,active,NA,NA,Figure 3 (b)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,90,estimated,2,2,10,1 Centro Sur,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,55,estimated,10,4,10,10 Barriales,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,0,estimated,26,21,10,9 Chuyagua,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,30,estimated,38,33,10,8 Centro Norte,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,0,estimated,57,11,10,3 Chuyagua,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,70,estimated,77,37,10,7 Centro Sur,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,10,estimated,86,77,10,2 Mundo viejoÊ,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,23,estimated,99,27,10,5 Teguita baja,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,0,estimated,126,70,10,6 Barriales,Bees,6,active,30,180,corresponding author(s)
Obregon,Obregon,Obregon et al.,lulo' or 'naranjilla',Essential (90-100%),Medium (2-15ha),forest,high,50,estimated,129,41,10,4 Teguita baja,Bees,6,active,30,180,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,85,estimated,2,0,10,Ibayong (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,0,estimated,2,2,10,Poitan B (connected),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,30,estimated,3,3,10,Bocos (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,90,estimated,3,3,10,Poitan B (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,40,estimated,4,1,10,Lubbun (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,75,estimated,6,6,10,Guihob (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,55,estimated,10,4,10,Pugo (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,0,estimated,12,7,10,Habbang (connected),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,5,estimated,12,8,10,Poitan A (connected),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,50,estimated,14,11,10,Cabuy (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,0,estimated,15,10,10,Guihob (connected),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,15,estimated,16,16,10,Pugo (connected),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,50,estimated,18,16,10,Habbang (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,0,estimated,18,17,10,Lubbun (connected),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,80,estimated,30,9,10,Poitan A (isolated),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,5,estimated,37,3,10,Bocos (coonected),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,10,estimated,57,56,10,Ibayong (connected),Bees,4,active,15,60,corresponding author(s)
Schrader,Schrader,Schrader et al. 2018,"Rice, sweet potato, petchay, cucurbits",NA,Small (<2ha),other,low,0,estimated,63,63,10,Cabuy (connected),Bees,4,active,15,60,corresponding author(s)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),6,forest,high,599.56,reported,1,0,24,cornelio_tres,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest,high,2000,reported,1,0,24,jesus,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),6,forest,high,1007.66,reported,2,0,24,cornelio_dos,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest,high,400.94,reported,2,0,24,marcelino_tres,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest,high,1024.37,reported,2,2,24,profe ,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest,high,602.07,reported,3,3,24,militar,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest,high,496.75,reported,5,3,24,chivos,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest,high,700.67,reported,5,2,24,margarito,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest,high,700.66,reported,6,4,24,margarito_dos,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),1,forest,high,894.86,reported,8,8,24,david_sotelo,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest,high,380.88,reported,10,8,24,gregorio,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest,high,1464.77,reported,10,10,24,nuxco_tres,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),6,forest,high,913.57,reported,11,11,24,aldo,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest,high,168.34,reported,13,3,24,marcelino_dos,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest,high,261.63,reported,13,12,24,profe_dos,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest,high,313.13,reported,16,10,24,bomba_tres,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest,high,626.11,reported,16,16,24,curva,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),1,forest,high,52.22,reported,16,14,24,vista_hermosa,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest,high,178.17,reported,17,0,24,dorado,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),4,forest,high,168.35,reported,17,15,24,marcelino,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest,high,479.25,reported,17,17,24,san_jeronimo_dos,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest,high,653.68,reported,28,6,24,cuberto,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),2,forest,high,567.05,reported,28,21,24,nuxco,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
SeverianoGaleana,SeverianoGaleana,Severiano-Galeana et al. 2024,mango,Great (40-90%),3,forest,high,262.39,reported,31,6,24,san_jeronimo,Insecta,18,active,15,270,open access data (https://figshare.com/articles/dataset/Dataset_forest_mango_Ataulfo/24540940/1?file=43104718)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,6590,estimated,35.2,NA,20,KBT_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,7182,estimated,38.26666667,NA,20,TB_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,7436,estimated,39.6,NA,20,KKW_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,5717,estimated,42,NA,20,KL _far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,755,estimated,42.66666667,NA,20,KNK_near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,684,estimated,44.26666667,NA,20,KNH_near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,595,estimated,44.8,NA,20,TNC_near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,7732,estimated,45.33333333,NA,20,KP_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,7351,estimated,45.86666667,NA,20,KNH_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,3620,estimated,46.26666667,NA,20,KH_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,743,estimated,47.33333333,NA,20,KKW_near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,9160,estimated,47.86666667,NA,20,TNC_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,7923,estimated,48.26666667,NA,20,LK_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,948,estimated,51.86666667,NA,20,KBT_near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,7384,estimated,53.46666667,NA,20,KNK_far,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,1563,estimated,54.8,NA,20,KL _near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,935,estimated,54.8,NA,20,LK_near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,1022,estimated,56.93333333,NA,20,KP_near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,690,estimated,60.26666667,NA,20,TB_near,Insecta,12,active,15,300,corresponding author(s)
Sritongchuay,Sritongchuay,Sritongchuay et al. 2019,NA,NA,Medium (2-15 ha),forest,low,1217,estimated,64.53333333,NA,20,KH_near,Insecta,12,active,15,300,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.264,other,high,2280,estimated,5,5,24,Site15,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.135,other,high,1150,estimated,11,11,24,Site12,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.451,other,high,290,estimated,32,32,24,Site6,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.0519,other,high,780,estimated,32,32,24,Site16,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.3303,other,high,4680,estimated,51,51,24,Site20,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.7488,other,high,1990,estimated,53,53,24,Site19,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),15.74,other,high,2595,estimated,58,58,24,Site21,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),10.023,other,high,1800,estimated,69,69,24,Site4,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.0914,other,high,390,estimated,73,73,24,Site2,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.065,other,high,4175,estimated,81,81,24,Site11,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.731,other,high,106,estimated,87,87,24,Site17,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.143,other,high,2400,estimated,92,92,24,Site5,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.982,other,high,1520,estimated,114,114,24,Site13,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),4.7925,other,high,2930,estimated,114,114,24,Site22,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.161,other,high,2295,estimated,145,145,24,Site7,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.494,other,high,3900,estimated,145,145,24,Site9,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.018,other,high,4640,estimated,183,183,24,Site8,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),7.7304,other,high,5420,estimated,191,191,24,Site24,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),3.546,other,high,1900,estimated,193,193,24,Site10,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.0095,other,high,400,estimated,215,215,24,Site1,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.131,other,high,1560,estimated,358,358,24,Site18,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),2.321,other,high,2400,estimated,403,403,24,Site3,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),10.706,other,high,3410,estimated,498,498,24,Site23,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Tangtorwongsakul,Tangtorwongsakul,Tangtorwongsakul et al. 2017,mango,Great (40-90%),1.686,other,high,1200,estimated,632,632,24,Site14,Bees,2,mixed,120 (visual counts) + 480 (pan traps),600,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,108,reported,0,0,18,Plot N_1,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,168,reported,2,2,18,Plot N_8,Diptera,3,passive,1440,4320,corresponding author(s)
Toledo,Toledo,Toledo-Hernandez et al. 2021,cocoa,Essential (90-100%),Small (<2ha),other,low,2398,reported,2,2,18,Plot N_15,Diptera,3,passive,1440,4320,corresponding author(s)
