study,report,authors,crop,p_dependency,farm_size,habitat_description,habitat,agr_intensity,distance_m,distance_measure,proportion,radius,richness_all,richness_wild,sites,location,pollinator,taxonomic_resolution,study_design,repeat_measures,sampling_method,sampling_time_min,total_sampling_time_min,source
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,0.5,other (agroforests),other,high,125,reported,NA,NA,2,2,16,PH_1_R_4,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,0,reported,NA,NA,2,2,16,PH_1_R_3,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,230,reported,NA,NA,2,2,16,PH_1_R_6,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,2,other (agroforests),other,high,0,reported,NA,NA,6,6,16,PH_1_R_5,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,2,other (agroforests),other,high,60,reported,NA,NA,4,4,16,PH_1_R_8,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,0.3,other (agroforests),other,high,0,reported,NA,NA,3,3,16,PH_1_R_7,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,5,other (agroforests),other,high,165,reported,NA,NA,1,1,16,PH_1_R_10,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,0,reported,NA,NA,3,3,16,PH_1_R_9,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,130,reported,NA,NA,1,1,16,PH_1A_R_12,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,0,reported,NA,NA,1,1,16,PH_1A_R_11,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,150,reported,NA,NA,1,1,16,PH_1A_R_14,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,0,reported,NA,NA,1,1,16,PH_1A_R_13,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,125,reported,NA,NA,2,2,16,PH_1A_R_16,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hass,Hass,Hass et al. 2018,rice,None or unknown (0%) ,NA,other (agroforests),other,high,0,reported,NA,NA,7,7,16,PH_1A_R_15,Bees,morphospecies,single distance per site,4,active,15,60,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),14.2306,natural vegetation,other,both,865,reported,NA,NA,3,NA,19,C02,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),12.7014,natural vegetation,other,both,400,reported,NA,NA,2,NA,19,C03,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),12.2509,natural vegetation,other,both,69,reported,NA,NA,2,NA,19,O03,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),10.3556,natural vegetation,other,both,293,reported,NA,NA,3,NA,19,O09,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),9.2636,natural vegetation,other,both,337,reported,NA,NA,3,NA,19,C07,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),7.7328,natural vegetation,other,both,285,reported,NA,NA,2,NA,19,O06,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),7.1468,natural vegetation,other,both,80,reported,NA,NA,6,NA,19,O13,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),6.7494,natural vegetation,other,both,203,reported,NA,NA,3.5,NA,19,C04,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),5.9482,natural vegetation,other,both,409,reported,NA,NA,2,NA,19,O12,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),5.6407,natural vegetation,other,both,92,reported,NA,NA,3.5,NA,19,O14,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),4.5243,natural vegetation,other,both,233,reported,NA,NA,2,NA,19,O04,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),3.5727,natural vegetation,other,both,62,reported,NA,NA,2.5,NA,19,C01,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),3.5677,natural vegetation,other,both,115,reported,NA,NA,3,NA,19,O11,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),3.296,natural vegetation,other,both,63,reported,NA,NA,3,NA,19,O17,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),1.5728,natural vegetation,other,both,131,reported,NA,NA,5,NA,19,O18,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),1.3356,natural vegetation,other,both,37,reported,NA,NA,4.5,NA,19,O16,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),1.2692,natural vegetation,other,both,40,reported,NA,NA,3,NA,19,O08,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),1.2472,natural vegetation,other,both,289,reported,NA,NA,4,NA,19,O19,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Hipolito,Hipolito,Hipolito et al. 2019,coffee,Modest (10-40%),1.1517,natural vegetation,other,both,320,reported,NA,NA,5,NA,19,O01,Insecta,other,single distance per site,1,active,20,20,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,112,reported,NA,NA,4,3,28,1,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,366,reported,NA,NA,5,4,28,2,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,644,reported,NA,NA,7,6,28,3,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,876,reported,NA,NA,7,6,28,4,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,316,reported,NA,NA,7,6,28,5,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,960,reported,NA,NA,7,6,28,6,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,1610,reported,NA,NA,5,4,28,7,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,2028,reported,NA,NA,5,4,28,8,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,2800,reported,NA,NA,4,3,28,9,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,3342,reported,NA,NA,5,4,28,10,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,2299,reported,NA,NA,7,6,28,11,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,4017,reported,NA,NA,5,4,28,12,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,5183,reported,NA,NA,7,6,28,13,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,6799,reported,NA,NA,5,4,28,14,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,60,reported,NA,NA,7,6,28,15,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,366,reported,NA,NA,8,7,28,16,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,466,reported,NA,NA,7,6,28,17,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,720,reported,NA,NA,6,5,28,18,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,1475,reported,NA,NA,8,7,28,19,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,1814,reported,NA,NA,7,6,28,20,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,2456,reported,NA,NA,4,3,28,21,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,3625,reported,NA,NA,7,6,28,22,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,4403,reported,NA,NA,6,5,28,23,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,5019,reported,NA,NA,6,5,28,24,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,5824,reported,NA,NA,7,6,28,25,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,6715,reported,NA,NA,5,4,28,26,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,7700,reported,NA,NA,9,8,28,27,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Kasina,Kasina,Kasina et al. 2009,dry common bean,Modest (10-40%),Small (<2ha),"forest (Kakamega forest Kenya, tropical rainforest)",natural forest,low,8721,reported,NA,NA,7,6,28,28,Bees,other,single distance per site,8,active,25,200,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,100,reported,NA,NA,13,13,24,area 1,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1500,reported,NA,NA,8,8,24,area 2,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,2500,reported,NA,NA,6,6,24,area 3,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,2000,reported,NA,NA,3,3,24,area 4,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1000,reported,NA,NA,8,8,24,area 5,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,500,reported,NA,NA,8,8,24,area 6,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,100,reported,NA,NA,13,13,24,area 7,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1000,reported,NA,NA,7,7,24,area 8,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,0,reported,NA,NA,14,14,24,area 9,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,0,reported,NA,NA,20,20,24,area 10,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,50,reported,NA,NA,13,13,24,area 11,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,800,reported,NA,NA,10,10,24,area 12,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
Klein(a),Klein(a),Klein et al. 2003 a),coffee arabica,Modest (10-40%),NA,natural rainforest,natural forest,low,1500,reported,NA,NA,4,4,24,area 13,Bees,morphospecies,single distance per site,3,active,25,75,corresponding author(s)
